Course-Sec,Activity,CRN,Course Name,Instructor,Day,Time,Location,Status,Waitlist
MATH102-23,LEC,21515,Calculus II,M AL-SHAHRANI,UTR,1200-1250,24-120,Closed,Open
MATH102-24,REC,20025,Calculus II,SULYMAN IYANDA,M,1300-1350,5-202,Open,Closed
MATH102-24,LEC,20025,Calculus II,M AL-SHAHRANI,UTR,1200-1250,24-120,Open,Closed
MATH102-F31,REC,22064,Calculus II,None,W,0800-0850,7-220,Closed,Open
MATH102-F31,LEC,22064,Calculus II,None,UTR,0800-0850,14-108,Closed,Open
MATH102-F32,REC,24211,Calculus II,None,W,0900-0950,7-220,Closed,Open
MATH102-F32,LEC,24211,Calculus II,None,UTR,0800-0850,14-108,Closed,Open
MATH102-F33,REC,24212,Calculus II,None,W,1000-1050,7-220,Open,Closed
MATH102-F33,LEC,24212,Calculus II,None,UTR,0800-0850,14-108,Open,Closed
MATH102-F34,REC,24213,Calculus II,MARAM ALDOSSARY,M,0800-0850,7-220,Closed,Open
MATH102-F34,LEC,24213,Calculus II,HATTAN TAWFIQ,UTR,1400-1450,14-108,Closed,Open
MATH102-F35,REC,24214,Calculus II,MARAM ALDOSSARY,M,0900-0950,7-220,Closed,Open
MATH102-F35,LEC,24214,Calculus II,HATTAN TAWFIQ,UTR,1400-1450,14-108,Closed,Open
MATH102-F36,REC,24215,Calculus II,MARAM ALDOSSARY,M,1000-1050,7-220,Closed,Open
MATH102-F36,LEC,24215,Calculus II,HATTAN TAWFIQ,UTR,1400-1450,14-108,Closed,Open
MATH102-F37,REC,24481,Calculus II,None,W,1200-1250,7-220,Open,Closed
MATH102-F37,LEC,24481,Calculus II,None,UTR,0800-0850,14-108,Open,Closed
MATH102-F38,REC,24482,Calculus II,HATTAN TAWFIQ,M,1100-1150,7-220,Closed,Open
MATH102-F38,LEC,24482,Calculus II,HATTAN TAWFIQ,UTR,1400-1450,14-108,Closed,Open
MATH105-01,LEC,21516,Finite Mathematics,YAQOUB SHEHADEH,UTR,1200-1250,63-129,Closed,Closed
MATH106-01,LEC,20026,Applied Calculus,MOHAMMAD KAFINI,UTR,0900-0950,59-1003,Open,Closed
MATH106-02,LEC,23198,Applied Calculus,MOHAMMAD KAFINI,UTR,1000-1050,59-2018,Closed,Open
MATH106-F31,LEC,24257,Applied Calculus,None,UTR,0900-0950,7-102,Closed,Closed
MATH201-01,LEC,20037,Calculus III,WALED AL-KHULAIFI,UTR,0800-0850,59-1003,Closed,Open
MATH201-02,LEC,20033,Calculus III,WALED AL-KHULAIFI,UTR,0900-0950,59-1017,Closed,Open
MATH201-03,LEC,22066,Calculus III,IBRAHIM AL-RASASI,UTR,0900-0950,59-1007,Closed,Open
MATH201-04,LEC,20030,Calculus III,IBRAHIM AL-RASASI,UTR,1000-1050,59-2003,Closed,Open
MATH201-05,LEC,20031,Calculus III,S BOUBAKER,UTR,1000-1050,24-250,Closed,Open
MATH201-06,LEC,20034,Calculus III,B BELHAIZA,UTR,1100-1150,63-323,Closed,Open
MATH201-07,LEC,22067,Calculus III,KHAIRUL SALEH,UTR,1200-1250,63-229,Closed,Open
MATH201-08,LEC,20036,Calculus III,ADEL KHALFALLAH,UTR,1100-1150,59-2011,Closed,Open
MATH201-09,LEC,20032,Calculus III,RACHID HADDOU,UTR,1400-1450,59-2018,Open,Closed
MATH201-10,LEC,20027,Calculus III,J ABUIHLAIL,UTR,1300-1350,59-2023,Open,Closed
MATH201-11,LEC,20035,Calculus III,TALEB ALKURDI,UTR,1300-1350,59-2009,Closed,Open
MATH201-12,LEC,24391,Calculus III,None,UTR,1200-1250,63-221,Open,Closed
MATH201-13,LEC,24392,Calculus III,None,UTR,1300-1350,59-2004,Open,Closed
MATH201-F31,LEC,20029,Calculus III,RAJAIE ALASSAR,UTR,0900-0950,7-116,Open,Closed
MATH201-F32,LEC,20963,Calculus III,RAJAIE ALASSAR,UTR,1000-1050,7-224,Closed,Closed
MATH202-01,LEC,20040,Elements of Differential Equations,JAE-CHEAN JOO,UTR,0900-0950,59-1015,Open,Closed
MATH202-02,LEC,20043,Elements of Differential Equations,K FURATI,UTR,1000-1050,59-1014,Closed,Open
MATH202-03,LEC,20039,Elements of Differential Equations,JAE-CHEAN JOO,UTR,0800-0850,59-1015,Open,Closed
MATH202-04,LEC,20048,Elements of Differential Equations,DHAKER KROUMI,UTR,1100-1150,59-1015,Closed,Open
MATH202-05,LEC,20049,Elements of Differential Equations,DHAKER KROUMI,UTR,1200-1250,59-2024,Closed,Open
MATH202-06,LEC,24394,Elements of Differential Equations,M YOUSUF,UTR,0800-0850,59-2011,Open,Closed
MATH202-07,LEC,24395,Elements of Differential Equations,M YOUSUF,UTR,1000-1050,63-325,Closed,Open
MATH202-08,LEC,24396,Elements of Differential Equations,HUSAIN AL-ATTAS,UTR,1100-1150,6-211,Closed,Open
MATH202-09,LEC,24397,Elements of Differential Equations,NASEER-EDDINE TATAR,UTR,1200-1250,63-123,Open,Closed
MATH208-01,LEC,20064,Introduction to Differential Equations & Linear Algebra,A BOKHARI,UTR,0900-0950,59-2015,Closed,Closed
MATH208-02,LEC,20052,Introduction to Differential Equations & Linear Algebra,MUHAMMAD QURESHI,UTR,0900-0950,59-1014,Closed,Open
MATH208-03,LEC,20053,Introduction to Differential Equations & Linear Algebra,ABDULAZIZ AL-ASSAF,UTR,1000-1050,63-135,Closed,Open
MATH208-04,LEC,23200,Introduction to Differential Equations & Linear Algebra,A BOKHARI,UTR,0800-0850,59-2017,Closed,Closed
MATH208-05,LEC,23620,Introduction to Differential Equations & Linear Algebra,MUHAMMAD QURESHI,UTR,0800-0850,59-2015,Open,Closed
MATH208-06,LEC,21286,Introduction to Differential Equations & Linear Algebra,ABDULAZIZ AL-ASSAF,UTR,1100-1150,63-325,Closed,Closed
MATH208-07,LEC,22071,Introduction to Differential Equations & Linear Algebra,ILIAS FTOUHI,UTR,1400-1450,59-1011,Closed,Open
MATH208-08,LEC,23208,Introduction to Differential Equations & Linear Algebra,SHAHZAD SARWAR,UTR,1400-1450,63-121,Open,Closed
MATH208-09,LEC,22072,Introduction to Differential Equations & Linear Algebra,E ECHI,UTR,1100-1150,63-137,Closed,Closed
MATH208-10,LEC,23656,Introduction to Differential Equations & Linear Algebra,ZAID SAWLAN,UTR,1300-1350,63-121,Closed,Closed
MATH208-11,LEC,22068,Introduction to Differential Equations & Linear Algebra,ABDESLAM MIMOUNI,UTR,1000-1050,59-1003,Closed,Open
MATH208-12,LEC,20051,Introduction to Differential Equations & Linear Algebra,ZAID SAWLAN,UTR,1200-1250,63-328,Closed,Open
MATH208-13,LEC,22070,Introduction to Differential Equations & Linear Algebra,BRAHIM MEZERDI,UTR,1200-1250,59-1010,Closed,Open
MATH208-14,LEC,23209,Introduction to Differential Equations & Linear Algebra,ABDULILAH KADRI,UTR,1500-1550,59-1003,Open,Closed
MATH208-15,LEC,23619,Introduction to Differential Equations & Linear Algebra,NASEER-EDDINE TATAR,UTR,1100-1150,63-228,Closed,Open
MATH210-01,LEC,21517,Introduction to Sets and Structures,ABDALLAH LARADJI,UTR,1300-1350,59-1009,Open,Closed
MATH225-01,LEC,24385,Intro. to Linear Algebra,ABDALLAH LARADJI,UTR,1100-1150,76-1131,Open,Closed
MATH323-01,LEC,22074,Modern Algebra I,ABDESLAM MIMOUNI,UTR,0800-0850,59-1005,Open,Closed
MATH325-01,LEC,24217,Linear Algebra,MAHER BOUDABRA,UTR,0900-0950,63-321,Open,Closed
MATH333-03,LEC,21208,Methods of Applied Mathematics I,IZHAR AHMAD,UTR,1100-1150,59-2024,Closed,Closed
MATH333-04,LEC,23018,Methods of Applied Mathematics I,IZHAR AHMAD,UTR,1200-1250,59-1009,Closed,Closed
MATH371-01,LEC,23221,Introduction to Numerical Computing,YAQOUB SHEHADEH,UT,0900-0950,59-2017,Closed,Closed
MATH371-01,LAB,23221,Introduction to Numerical Computing,YAQOUB SHEHADEH,R,0700-0850,5-101,Closed,Closed
MATH371-02,LEC,23222,Introduction to Numerical Computing,YAQOUB SHEHADEH,UT,1000-1050,59-1009,Closed,Open
MATH371-02,LAB,23222,Introduction to Numerical Computing,YAQOUB SHEHADEH,R,0900-1050,5-101,Closed,Open
MATH371-03,LEC,23223,Introduction to Numerical Computing,None,UT,1100-1150,59-1007,Open,Closed
MATH371-03,LAB,23223,Introduction to Numerical Computing,None,R,0900-1050,5-202,Open,Closed
MATH371-04,LEC,23224,Introduction to Numerical Computing,None,UT,1200-1250,63-125,Closed,Open
MATH371-04,LAB,23224,Introduction to Numerical Computing,None,R,1100-1250,5-101,Closed,Open
MATH371-05,LEC,23225,Introduction to Numerical Computing,IBRAHIM SARUMI,UT,1300-1350,6-101,Closed,Closed
MATH371-05,LAB,23225,Introduction to Numerical Computing,IBRAHIM SARUMI,R,1100-1250,5-202,Closed,Closed
MATH371-06,LEC,23226,Introduction to Numerical Computing,IBRAHIM SARUMI,UT,1200-1250,6-257,Closed,Closed
MATH371-06,LAB,23226,Introduction to Numerical Computing,IBRAHIM SARUMI,R,1300-1450,5-202,Closed,Closed
MATH407-01,LEC,24216,Applied Game Theory,B BELHAIZA,UTR,0900-0950,6-163,Closed,Closed
MATH441-02,LEC,23009,Advanced Calculus II,ADEL KHALFALLAH,UTR,1300-1350,59-1011,Open,Closed
MATH453-01,LEC,24220,Introduction to Topology,E ECHI,UTR,1200-1250,63-121,Open,Closed
MATH467-01,LEC,24221,Graph Theory,J ABUIHLAIL,UTR,1100-1150,24-141,Open,Closed
MATH472-01,LEC,24222,Numerical Analysis II,FAISAL FAIRAG,UTR,1000-1050,63-127,Open,Closed
MATH490-01,SEM,20058,Seminar in Mathematics,E ECHI,M,1200-1250,59-1010,Open,Closed
MATH503-01,LEC,24223,Mathematics for Data Science,KHALID ALANEZY,UT,1845-2000,59-1010,Closed,Closed
MATH513-01,LEC,20059,Mathematical Methods for Engineers,SHAHZAD SARWAR,UT,1720-1835,63-031,Open,Closed
MATH525-01,LEC,24224,Graph Theory,MONTHER ALFURAIDAN,UT,1100-1215,76-2122,Open,Closed
MATH531-01,LEC,23211,Real Analysis,KHAIRUL SALEH,UTR,1000-1050,76-1126,Open,Closed
MATH555-01,LEC,24225,Commutative Algebra,S KABBAJ,UTR,0800-0850,59-1013,Open,Closed
MATH560-01,LEC,24226,Appl Regress & Experiment Desg,MUHAMMAD RIAZ,UT,1720-1835,59-1010,Closed,Open
MATH568-01,LEC,24227,Adv Partial Differn Equatins I,AHMAD BONFOH,UT,1400-1515,59-1010,Open,Closed
MATH570-01,LEC,24228,Lin & Abst Algebra & Num Thry,ABDULILAH KADRI,UT,1845-2000,59-1003,Closed,Closed
MATH571-01,LEC,24229,Num Anal Ord Diff Equations,K FURATI,UT,1230-1345,59-1008,Open,Closed
MATH576-01,LEC,24230,Applied Numerical Methods I,RACHID HADDOU,UT,1700-1815,59-1017,Closed,Closed
MATH580-01,LEC,24231,Convex Analysis,M AL-SHAHRANI,UT,1600-1715,59-1003,Open,Closed
MATH587-01,LEC,23215,Advanced Applied Regression,NASIR ABBAS,UT,1720-1835,59-1015,Closed,Closed
MATH599-01,SEM,24569,Seminar,None,M,0000-0001,None,Closed,Closed
MATH610-01,THS,24232,M.S. Thesis,MANAL ALOTIBI,None,None,None,Closed,Closed
MATH610-02,THS,24236,M.S. Thesis,S KABBAJ,None,None,None,Closed,Closed
MATH610-03,THS,24237,M.S. Thesis,B BELHAIZA,None,None,None,Closed,Closed
MATH665-01,LEC,24251,Adv Ordinary Diff Equations II,AHMAD BONFOH,UT,1720-1835,59-2003,Open,Closed
MATH695-01,IND,24440,Reading & Research I,RACHID HADDOU,UTR,1000-1050,6-100,Closed,Closed
MATH699-01,SEM,24252,Seminar,E ECHI,M,1300-1350,59-1010,Open,Closed
MATH711-01,DIS,24233,PhD. Pre-Dissertation,RACHID HADDOU,None,None,None,Closed,Closed
MATH711-02,DIS,24234,PhD. Pre-Dissertation,B BELHAIZA,None,None,None,Closed,Closed
MATH712-01,DIS,23748,PhD. Dissertation,MONTHER ALFURAIDAN,None,None,None,Closed,Closed
MATH712-02,DIS,24238,PhD. Dissertation,SULIMAN AL-HOMAIDAN,None,None,None,Closed,Closed
MATH712-03,DIS,24239,PhD. Dissertation,M AL-SHAHRANI,None,None,None,Closed,Closed
MATH712-04,DIS,24253,PhD. Dissertation,JAE-CHEAN JOO,None,None,None,Closed,Closed
MATH712-05,DIS,24240,PhD. Dissertation,B BELHAIZA,None,None,None,Closed,Closed
MATH712-06,DIS,24241,PhD. Dissertation,IZHAR AHMAD,None,None,None,Closed,Closed
MATH712-07,DIS,24242,PhD. Dissertation,AHMAD BONFOH,None,None,None,Closed,Closed
MATH712-08,DIS,24243,PhD. Dissertation,K FURATI,None,None,None,Closed,Closed
MATH712-09,DIS,24244,PhD. Dissertation,RACHID HADDOU,None,None,None,Closed,Closed
MATH712-10,DIS,24245,PhD. Dissertation,NASEER-EDDINE TATAR,None,None,None,Closed,Closed
MATH712-11,DIS,24246,PhD. Dissertation,M YOUSUF,None,None,None,Closed,Closed
STAT211-01,LEC,20063,Statistics for Business I,JIMOH OLAWALE AJADI,UTR,0900-0950,59-2018,Open,Closed
STAT211-02,LEC,22075,Statistics for Business I,JIMOH OLAWALE AJADI,UTR,1000-1050,59-1013,Closed,Open
STAT212-01,LEC,22077,Statistics for Business II,ABDULAZIZ ALMUTLAQ,UTR,0800-0850,59-1009,Open,Closed
STAT212-02,LEC,22079,Statistics for Business II,ABDULAZIZ ALMUTLAQ,UTR,0900-0950,59-2021,Closed,Open
STAT212-03,LEC,20965,Statistics for Business II,ABDULAZIZ ALMUTLAQ,UTR,1100-1150,63-136,Closed,Open
STAT301-01,LEC,21003,Introduction to Probability Theory,TALEB ALKURDI,UTR,1100-1150,63-227,Open,Closed
STAT319-01,LEC,23234,Probability and Statistics for Engineers and Scientists,E. AL-SAWI,UTR,0800-0850,59-2009,Open,Closed
STAT319-01,LAB,23234,Probability and Statistics for Engineers and Scientists,OUSMAN KHAN,M,0700-0850,22-333,Open,Closed
STAT319-02,LEC,23235,Probability and Statistics for Engineers and Scientists,E. AL-SAWI,UTR,0900-0950,59-2022,Closed,Closed
STAT319-02,LAB,23235,Probability and Statistics for Engineers and Scientists,SURYO ADI RAKHMAWAN,M,0700-0850,22-334,Closed,Closed
STAT319-03,LEC,23236,Probability and Statistics for Engineers and Scientists,MUSAWAR MALIK,UTR,1000-1050,59-1017,Closed,Open
STAT319-03,LAB,23236,Probability and Statistics for Engineers and Scientists,HAADY JALLOW,W,0700-0850,22-333,Closed,Open
STAT319-04,LEC,23237,Probability and Statistics for Engineers and Scientists,R. ANABOSI,UTR,0900-0950,59-2023,Closed,Open
STAT319-04,LAB,23237,Probability and Statistics for Engineers and Scientists,SAHEED AFOLABI,W,0700-0850,22-334,Closed,Open
STAT319-05,LEC,23238,Probability and Statistics for Engineers and Scientists,R. ANABOSI,UTR,1000-1050,59-1015,Closed,Open
STAT319-05,LAB,23238,Probability and Statistics for Engineers and Scientists,OUSMAN KHAN,M,0900-1050,22-333,Closed,Open
STAT319-06,LEC,23239,Probability and Statistics for Engineers and Scientists,E. AL-SAWI,UTR,1100-1150,63-321,Closed,Closed
STAT319-06,LAB,23239,Probability and Statistics for Engineers and Scientists,SURYO ADI RAKHMAWAN,M,0900-1050,22-334,Closed,Closed
STAT319-07,LEC,23240,Probability and Statistics for Engineers and Scientists,MUSAWAR MALIK,UTR,1100-1150,59-1005,Closed,Open
STAT319-07,LAB,23240,Probability and Statistics for Engineers and Scientists,HAADY JALLOW,W,0900-1050,22-333,Closed,Open
STAT319-08,LEC,23241,Probability and Statistics for Engineers and Scientists,MUSAWAR MALIK,UTR,1300-1350,59-1017,Closed,Closed
STAT319-08,LAB,23241,Probability and Statistics for Engineers and Scientists,SAHEED AFOLABI,W,0900-1050,22-334,Closed,Closed
STAT319-09,LEC,23242,Probability and Statistics for Engineers and Scientists,R. ANABOSI,UTR,1200-1250,59-2011,Closed,Open
STAT319-09,LAB,23242,Probability and Statistics for Engineers and Scientists,SAHEED AFOLABI,M,1100-1250,22-333,Closed,Open
STAT319-10,LEC,23243,Probability and Statistics for Engineers and Scientists,MOHAMMED SALEH,UTR,1400-1450,59-1014,Closed,Closed
STAT319-10,LAB,23243,Probability and Statistics for Engineers and Scientists,FUHAD AHMED,M,1200-1350,22-334,Closed,Closed
STAT319-11,LEC,23244,Probability and Statistics for Engineers and Scientists,MOHAMMED SALEH,UTR,1500-1550,59-1005,Closed,Closed
STAT319-11,LAB,23244,Probability and Statistics for Engineers and Scientists,FUHAD AHMED,W,1100-1250,22-333,Closed,Closed
STAT319-12,LEC,24588,Probability and Statistics for Engineers and Scientists,None,UTR,0800-0850,59-2018,Open,Closed
STAT319-12,LAB,24588,Probability and Statistics for Engineers and Scientists,None,M,1400-1550,5-202,Open,Closed
STAT413-01,LEC,22933,Statistical Modeling,ILIAS FTOUHI,UTR,1200-1250,24-153,Closed,Closed
STAT460-01,LEC,21520,Time Series,EMMANUEL AFUECHETA,UTR,1100-1150,3-104,Open,Closed
STAT501-01,LEC,23829,Probability and Mathematical Statistics,MAHER BOUDABRA,UT,1130-1245,76-1129,Open,Closed
STAT502-01,LEC,22080,Statistical Inference,NASIR ABBAS,UT,1430-1545,59-1007,Open,Closed
STAT503-01,LEC,24255,Probability & Stats for Data S,MOHAMMED SALEH,UT,1845-2000,59-1015,Closed,Closed
STAT512-01,LEC,24256,Demographic Methods,MOHAMMAD OMAR,UT,1600-1715,59-1005,Open,Closed
STAT565-01,LEC,22081,Sampling Methods,EMMANUEL AFUECHETA,UT,1300-1415,59-1013,Open,Closed
STAT610-01,THS,24235,M.S. Thesis,NASIR ABBAS,None,None,None,Closed,Closed
STAT610-02,THS,24247,M.S. Thesis,EMMANUEL AFUECHETA,None,None,None,Closed,Closed
STAT610-03,THS,24248,M.S. Thesis,JIMOH OLAWALE AJADI,None,None,None,Closed,Closed
STAT610-04,THS,24249,M.S. Thesis,MOHAMMAD OMAR,None,None,None,Closed,Closed
STAT610-05,THS,24250,M.S. Thesis,MUHAMMAD RIAZ,None,None,None,Closed,Closed
MBA 510-02,LEC,23014,Business Practicum,None,MW,1845-2000,24-129,Closed,Closed
ME  201-01,LEC,20943,Dynamics,None,UTR,0800-0850,63-022,Closed,Closed
ME  201-02,LEC,20241,Dynamics,None,UTR,0900-0950,63-229,Open,Closed
ME  201-03,LEC,20242,Dynamics,None,UTR,1000-1050,63-228,Closed,Open
ME  201-04,LEC,20243,Dynamics,ABDELAZIZ BAZOUNE,UTR,1100-1150,63-139,Closed,Open
ME  201-05,LEC,22334,Dynamics,ABDELAZIZ BAZOUNE,UTR,1200-1250,63-127,Closed,Open
ME  201-06,LEC,21182,Dynamics,None,UTR,0900-0950,63-228,Closed,Closed
ME  201-07,LEC,24005,Dynamics,MAHMOUD KHATER,UTR,1100-1150,63-035,Closed,Open
ME  201-08,LEC,24401,Dynamics,ABDELAZIZ BAZOUNE,UTR,0900-0950,63-026,Open,Closed
ME  203-01,LEC,20605,Thermodynamics I,None,UTR,0800-0850,63-136,Open,Closed
ME  203-02,LEC,20246,Thermodynamics I,None,UTR,0900-0950,63-137,Closed,Closed
ME  203-03,LEC,20248,Thermodynamics I,AMRO AL-QUTUB,UTR,1000-1050,63-223,Closed,Open
ME  203-04,LEC,20249,Thermodynamics I,ALI ALSHEHRI,UTR,1100-1150,63-026,Closed,Open
ME  203-05,LEC,21766,Thermodynamics I,BILAL QURESHI,UTR,1200-1250,63-036,Open,Closed
ME  204-01,LEC,20250,Thermodynamics II,SYED SAID,UTR,0800-0850,63-125,Open,Closed
ME  204-02,LEC,20252,Thermodynamics II,MOHAMED HABIB,UTR,0900-0950,63-139,Closed,Open
ME  204-03,LEC,20253,Thermodynamics II,None,UTR,1000-1050,63-232,Closed,Open
ME  204-04,LEC,20254,Thermodynamics II,FAHAD ALZAHRANI,UTR,1100-1150,63-134,Closed,Open
ME  204-05,LEC,22337,Thermodynamics II,None,UTR,1200-1250,63-134,Closed,Open
ME  204-06,LEC,20251,Thermodynamics II,None,UTR,0900-0950,63-036,Closed,Open
ME  207-01,LEC,23527,Materials Science for CHE,FIDA SYED,MW,0900-0950,63-125,Open,Closed
ME  207-02,LEC,23528,Materials Science for CHE,MORSI MAHMOUD,MW,1100-1150,63-221,Closed,Open
ME  207-03,LEC,23529,Materials Science for CHE,MORSI MAHMOUD,MW,1200-1250,63-135,Closed,Open
ME  210-01,LEC,20258,Mechanical Engineering Drawing and Graphics,MOHAMMAD RAZA,U,1400-1550,63-001,Closed,Open
ME  210-01,LAB,20258,Mechanical Engineering Drawing and Graphics,MOHAMMAD RAZA,T,1400-1640,63-001,Closed,Open
ME  210-03,LEC,23530,Mechanical Engineering Drawing and Graphics,None,U,1100-1250,63-001,Open,Closed
ME  210-03,LAB,23530,Mechanical Engineering Drawing and Graphics,None,T,1100-1340,63-001,Open,Closed
ME  210-04,LEC,20604,Mechanical Engineering Drawing and Graphics,None,U,1100-1250,63-003,Open,Closed
ME  210-04,LAB,20604,Mechanical Engineering Drawing and Graphics,None,T,1100-1340,63-003,Open,Closed
ME  210-05,LEC,20260,Mechanical Engineering Drawing and Graphics,None,M,1400-1550,63-001,Closed,Open
ME  210-05,LAB,20260,Mechanical Engineering Drawing and Graphics,None,W,1400-1640,63-001,Closed,Open
ME  210-F31,LEC,21840,Mechanical Engineering Drawing and Graphics,MOHAMMED YAQUB,U,1400-1550,63-003,Open,Closed
ME  210-F31,LAB,21840,Mechanical Engineering Drawing and Graphics,MOHAMMED YAQUB,T,1400-1640,63-003,Open,Closed
ME  216-01,LEC,20972,Materials Science and Engineering,None,UTR,0800-0850,63-124,Open,Closed
ME  216-02,LEC,20975,Materials Science and Engineering,S NOUARI,UTR,0900-0950,63-031,Closed,Closed
ME  216-03,LEC,20976,Materials Science and Engineering,KHALED MEZGHANI,UTR,1000-1050,63-126,Closed,Closed
ME  216-04,LEC,20977,Materials Science and Engineering,FIDA SYED,UTR,1100-1150,63-123,Closed,Closed
ME  216-05,LEC,20978,Materials Science and Engineering,ZUHAIR GASEM,UTR,1200-1250,63-137,Closed,Closed
ME  216-06,LEC,20973,Materials Science and Engineering,None,UTR,0800-0850,63-032,Open,Closed
ME  216-07,LEC,21004,Materials Science and Engineering,None,UTR,0900-0950,63-035,Closed,Closed
ME  217-01,LAB,20974,Materials Lab,None,U,1400-1450,63-022,Closed,Closed
ME  217-01,LAB,20974,Materials Lab,None,U,1451-1640,75-006,Closed,Closed
ME  217-02,LAB,20980,Materials Lab,None,M,1400-1450,63-022,Closed,Closed
ME  217-02,LAB,20980,Materials Lab,None,M,1451-1640,75-006,Closed,Closed
ME  217-03,LAB,20981,Materials Lab,None,T,1400-1450,63-022,Closed,Closed
ME  217-03,LAB,20981,Materials Lab,None,T,1451-1640,75-006,Closed,Closed
ME  217-04,LAB,20982,Materials Lab,None,W,1400-1450,63-022,Closed,Closed
ME  217-04,LAB,20982,Materials Lab,None,W,1451-1640,75-006,Closed,Closed
ME  217-05,LAB,20983,Materials Lab,None,R,1400-1450,63-022,Open,Closed
ME  217-05,LAB,20983,Materials Lab,None,R,1451-1640,75-006,Open,Closed
ME  217-06,LAB,20984,Materials Lab,None,M,0800-0850,63-024,Open,Closed
ME  217-06,LAB,20984,Materials Lab,None,M,0851-1040,75-007,Open,Closed
ME  217-07,LAB,20985,Materials Lab,None,T,1100-1150,63-024,Open,Closed
ME  217-07,LAB,20985,Materials Lab,None,T,1151-1340,75-007,Open,Closed
ME  217-08,LAB,20986,Materials Lab,None,W,0800-0850,63-024,Closed,Closed
ME  217-08,LAB,20986,Materials Lab,None,W,0851-1040,75-007,Closed,Closed
ME  218-01,LEC,21008,Introduction to ME Design,MOBEEN SHAUKAT,M,0800-0850,63-362,Closed,Closed
ME  218-02,LEC,21009,Introduction to ME Design,MOBEEN SHAUKAT,M,0800-0850,63-362,Closed,Closed
ME  218-05,LEC,21169,Introduction to ME Design,MOBEEN SHAUKAT,M,1000-1050,63-362,Closed,Open
ME  218-06,LEC,21170,Introduction to ME Design,MOBEEN SHAUKAT,M,1000-1050,63-362,Closed,Open
ME  218-51,LAB,21012,Introduction to ME Design,None,U,1400-1640,63-016,Open,Closed
ME  218-52,LAB,21013,Introduction to ME Design,None,M,1400-1640,63-016,Closed,Closed
ME  218-53,LAB,21014,Introduction to ME Design,None,T,1400-1640,63-016,Open,Closed
ME  218-54,LAB,21015,Introduction to ME Design,None,W,1400-1640,63-016,Closed,Closed
ME  218-55,LAB,21016,Introduction to ME Design,None,R,1400-1640,None,Open,Closed
ME  218-56,LAB,21017,Introduction to ME Design,None,M,0800-1040,63-016,Open,Closed
ME  218-57,LAB,21018,Introduction to ME Design,None,M,1100-1340,63-016,Closed,Closed
ME  301-01,LEC,23366,Machine Design I,ABBA ABUBAKAR,UTR,0800-0850,63-031,Open,Closed
ME  301-02,LEC,23367,Machine Design I,None,UTR,0900-0950,63-037,Open,Closed
ME  301-03,LEC,23368,Machine Design I,None,UTR,1000-1050,63-032,Closed,Open
ME  301-04,LEC,23369,Machine Design I,None,UTR,1100-1150,63-221,Closed,Open
ME  301-05,LEC,23370,Machine Design I,J. AL-BIN-MOUSA,UTR,1200-1250,63-132,Closed,Open
ME  302-02,LEC,23982,Machine Design II,FADI AL-BEDOOR,UTR,0900-0950,63-022,Closed,Closed
ME  302-03,LEC,23983,Machine Design II,None,UTR,1000-1050,63-121,Open,Closed
